0.041716400637155225,0.18066703560040037,-0.9675017,0.117660925,(0.9989447881185716+0j),(0.019210731600398816-0.041716400637155225j),(-0.019210731600398816-0.041716400637155225j),(0.9989447881185716+0j)
0.8035732617556739,4.531117970124299,0.28580427,0.69458604,(-0.24446376290963034+0j),(0.5426854352342722+0.8035732617556739j),(-0.5426854352342722+0.8035732617556739j),(-0.24446376290963034+0j)
0.007640767096234281,-1.477457099582062,0.05796075,-0.8454522,(-0.9999678425982779+0j),(-0.0024356616199480313-0.007640767096234281j),(0.0024356616199480313-0.007640767096234281j),(-0.9999678425982779+0j)
0.41386578478825736,1.9376061330081313,-0.43594778,-0.5964183,(0.6985622900949777+0j),(-0.5837172595005736+0.41386578478825736j),(0.5837172595005736+0.41386578478825736j),(0.6985622900949777+0j)
0.23373132173724356,0.4021820326700756,0.90680933,0.99050725,(-0.9593224656557007+0j),(0.1583353281085054-0.23373132173724356j),(-0.1583353281085054-0.23373132173724356j),(-0.9593224656557007+0j)
0.501063191368512,2.4090529396430216,-0.61223555,-0.075929224,(0.8534696674393808+0j),(-0.14326620332972737-0.501063191368512j),(0.14326620332972737-0.501063191368512j),(0.8534696674393808+0j)
0.20467614625190111,0.1093787675362346,-0.74868816,0.73565495,(0.9788282854808222+0j),(0.0016919509876005892-0.20467614625190111j),(-0.0016919509876005892-0.20467614625190111j),(0.9788282854808222+0j)
0.912556238959053,5.912482230566793,0.39020777,0.89790297,(-0.3844053586841128+0j),(-0.13954795215927063+0.912556238959053j),(0.13954795215927063+0.912556238959053j),(-0.3844053586841128+0j)
0.0628822711039374,-1.69756305939579,0.23155165,-0.48714828,(-0.9965457890154088+0j),(-0.054243067542934405+0.0628822711039374j),(0.054243067542934405+0.0628822711039374j),(-0.9965457890154088+0j)
0.0943907921546513,0.41234988770490066,0.9525602,0.35833216,(-0.9282092927635506+0j),(0.35988593635179283-0.0943907921546513j),(-0.35988593635179283-0.0943907921546513j),(-0.9282092927635506+0j)
0.04636839641231017,0.06351332088437212,-0.8536646,0.31670642,(-0.984448743158077+0j),(0.16944215505190405-0.04636839641231017j),(-0.16944215505190405-0.04636839641231017j),(-0.984448743158077+0j)
0.6721785375134927,3.4696234622043924,-0.08846301,0.2169168,(0.27841288730987374+0j),(0.6860483057963206-0.6721785375134927j),(-0.6860483057963206-0.6721785375134927j),(0.27841288730987374+0j)
0.20047413151089,-0.26361631898045057,-0.08675909,-0.7087217,(0.9473057343094918+0j),(0.2498438879366649+0.20047413151089j),(-0.2498438879366649+0.20047413151089j),(0.9473057343094918+0j)
0.9709003937784024,7.521039844990306,0.2732526,-0.02120173,(-0.22722007722043652+0j),(-0.07565356481278235-0.9709003937784024j),(0.07565356481278235-0.9709003937784024j),(-0.22722007722043652+0j)
0.6201129727233806,0.6143622471168979,0.54454136,-0.15651405,(-0.7510826411061032+0j),(0.22657177072453724+0.6201129727233806j),(-0.22657177072453724+0.6201129727233806j),(-0.7510826411061032+0j)
0.880037948405598,5.402982191814222,0.3112483,0.11222255,(-0.2791773494627976+0j),(0.3841786263094196-0.880037948405598j),(-0.3841786263094196-0.880037948405598j),(-0.2791773494627976+0j)
0.3744867472509806,-0.06624336875688686,-0.3691331,0.23518944,(-0.8974328654561485+0j),(0.23318217799082908-0.3744867472509806j),(-0.23318217799082908-0.3744867472509806j),(-0.8974328654561485+0j)
0.18064809089029724,0.8015328627768141,-0.74181354,0.28359056,(0.9341228659157291+0j),(0.3078648057688239-0.18064809089029724j),(-0.3078648057688239-0.18064809089029724j),(0.9341228659157291+0j)
0.13810733373765607,0.3407848241787994,-0.11400008,-0.43334913,(0.5806146999554477+0j),(-0.8023795452050864-0.13810733373765607j),(0.8023795452050864-0.13810733373765607j),(0.5806146999554477+0j)
0.9043212551181006,5.770517356593132,0.42306042,0.0003209114,(-0.42685118547584877+0j),(0.0010644244856891734-0.9043212551181006j),(-0.0010644244856891734-0.9043212551181006j),(-0.42685118547584877+0j)
0.5932223534659914,1.0280900369058552,0.004639864,0.9411298,(0.7053468420297226+0j),(-0.3880374618345088-0.5932223534659914j),(0.3880374618345088-0.5932223534659914j),(0.7053468420297226+0j)
0.6633705361883776,3.4086552325512667,0.686344,0.071958065,(-0.7265011109986982+0j),(0.1792642391409994-0.6633705361883776j),(-0.1792642391409994-0.6633705361883776j),(-0.7265011109986982+0j)
0.610636501821219,1.9246253892906175,-0.6872448,0.5176368,(-0.7352011677211275+0j),(0.2942826967815722-0.610636501821219j),(-0.2942826967815722-0.610636501821219j),(-0.7352011677211275+0j)
0.3203655463292768,1.4642704778091131,0.9720634,-0.7502916,(-0.9381136096114755+0j),(-0.13156280700438136+0.3203655463292768j),(0.13156280700438136+0.3203655463292768j),(-0.9381136096114755+0j)
0.9729781878233397,7.135700991319207,0.7123717,0.7830739,(0.2157926141598934+0j),(0.08214008579280582-0.9729781878233397j),(-0.08214008579280582-0.9729781878233397j),(0.2157926141598934+0j)
0.5383356361285684,2.6220278511474926,0.78042483,0.10936558,(-0.811210926609082+0j),(0.2283234009559342-0.5383356361285684j),(-0.2283234009559342-0.5383356361285684j),(-0.811210926609082+0j)
